# ievent	Q2[GeV^2]	W2[GeV^2]	x	y
637 6.34486 10.3734 0.400612 0.285972
638 6.98551 16.7628 0.305472 0.413508
639 6.08963 12.7268 0.339519 0.324161
640 4.37509 10.0408 0.32323 0.244697
641 7.21842 7.15002 0.53517 0.243037
642 5.56251 11.2435 0.349281 0.287785
643 7.39418 13.5522 0.368492 0.36249
644 9.10234 16.2993 0.371201 0.442948
645 8.30976 4.60449 0.690529 0.216309
646 10.2373 21.825 0.328308 0.563637
647 7.41073 14.9036 0.345746 0.387337
648 6.67693 7.75264 0.492791 0.2443
649 4.11214 10.2821 0.30429 0.244377
650 5.45772 10.9954 0.350465 0.281404
651 11.436 14.3757 0.458698 0.449739
652 6.02503 12.9544 0.332892 0.32714
653 5.7456 8.72921 0.422643 0.245383
654 11.5248 18.6147 0.393886 0.528338
655 6.62772 16.5036 0.297862 0.402401
656 5.78126 7.60111 0.462426 0.225527
657 4.13698 9.54828 0.323078 0.231491
658 10.795 22.3773 0.334294 0.583646
659 5.32576 8.83043 0.401162 0.239713
660 13.7421 19.978 0.418459 0.592763
661 12.005 26.9357 0.315419 0.688103
662 7.58173 5.37391 0.627871 0.217267
663 3.81486 10.0902 0.292894 0.235574
664 4.80612 9.95873 0.34615 0.250916
665 12.4159 21.4611 0.376278 0.595988
666 4.79344 8.14257 0.397609 0.217696
667 5.3565 10.4973 0.357732 0.270545
668 4.93472 9.95486 0.352248 0.253146
669 4.61076 10.9961 0.313092 0.266268
670 8.44406 12.3842 0.423306 0.360047
671 6.423 10.3541 0.404045 0.287018
672 8.96412 8.72526 0.533292 0.302877
673 6.95396 6.35113 0.559686 0.223793
674 14.0997 15.7181 0.487248 0.521769
675 9.08415 14.6235 0.397952 0.412177
676 4.8989 10.6486 0.334005 0.265108
677 9.54748 6.78179 0.618003 0.278003
678 19.8034 10.6939 0.668649 0.532511
679 4.33075 9.43929 0.335985 0.232977
680 10.8841 19.3501 0.370789 0.530239
681 5.15537 9.84672 0.365066 0.255128
682 5.24183 13.2433 0.29775 0.318381
683 3.85026 9.01354 0.321298 0.216648
684 8.5985 5.89088 0.631823 0.244845
685 7.36169 12.0874 0.396456 0.335297
686 10.1444 8.82396 0.560836 0.32578
687 9.9351 17.8505 0.369263 0.486023
688 3.63534 9.47467 0.297256 0.22118
689 6.27426 14.1013 0.321835 0.352435
690 16.9946 12.3514 0.597021 0.512382
691 9.24726 13.8349 0.416509 0.400769
692 5.57682 8.17108 0.433402 0.232225
693 6.66209 14.8669 0.32264 0.373281
694 4.66769 10.9844 0.315988 0.267073
695 6.08665 7.58765 0.475744 0.230745
696 11.5023 17.0051 0.416343 0.498694
697 7.30407 15.0936 0.339451 0.388881
698 11.3859 26.6421 0.306505 0.671696
699 8.74791 12.8138 0.422985 0.373287
700 4.16129 10.3279 0.305778 0.246089
701 11.957 9.77913 0.573318 0.375552
702 7.58644 14.2658 0.361743 0.378893
703 6.29765 11.1335 0.380503 0.298936
704 10.6171 26.1657 0.29572 0.649291
705 8.45484 16.1397 0.356531 0.428468
706 4.57427 9.77848 0.339529 0.243495
707 5.92112 8.06909 0.451654 0.236531
708 17.6923 28.6642 0.389046 0.82122
709 7.40196 7.834 0.515615 0.258745
710 5.6493 7.54806 0.458658 0.222203
711 9.02075 15.926 0.374828 0.434706
712 3.75262 9.15281 0.312066 0.217431
713 4.32689 9.41377 0.336453 0.232444
714 4.02837 10.6563 0.291819 0.249678
715 12.7634 9.85124 0.587246 0.391284
716 4.19526 10.6065 0.301353 0.251758
717 4.80421 10.8138 0.325982 0.266416
718 10.5775 22.7616 0.325874 0.586736
719 5.41863 12.563 0.316855 0.309184
720 9.64708 12.8605 0.446063 0.390216
721 3.90842 10.0352 0.299191 0.236248
722 4.35014 9.50188 0.335357 0.234461
723 4.89136 9.36483 0.365686 0.241652
724 5.25588 10.1085 0.362873 0.261682
725 4.32421 10.3285 0.313976 0.249014
726 9.00558 12.8725 0.428883 0.378962
727 9.45887 17.1008 0.368345 0.463887
728 7.88199 10.9063 0.44014 0.323145
729 12.8685 29.1536 0.312784 0.74384
730 4.86868 9.62517 0.357636 0.245975
731 6.34831 9.76996 0.416613 0.275071
732 3.67811 9.4758 0.299677 0.221966
733 10.6086 9.91579 0.540042 0.353918
734 4.35391 9.33888 0.339819 0.231567
735 7.88741 23.9079 0.255132 0.558849
736 5.53211 9.97213 0.378292 0.264145
737 5.17412 10.7441 0.344073 0.271766
738 10.0987 21.8108 0.325458 0.5609
739 7.49007 17.3132 0.313092 0.432533
740 6.95774 14.6059 0.336394 0.373827
741 5.78306 8.44122 0.433385 0.240822
742 5.51083 8.80377 0.410207 0.242539
743 11.6425 21.4905 0.360979 0.58269
744 5.40595 9.19631 0.393965 0.247794
745 6.06457 14.9821 0.300728 0.364686
746 6.0751 11.3305 0.367625 0.298534
747 5.98461 15.7028 0.287624 0.37635
748 5.98236 15.3992 0.291805 0.370794
749 4.31488 8.85843 0.351004 0.22214
750 9.62678 14.8924 0.407245 0.426767
751 8.77651 20.5393 0.308647 0.514152
752 5.49097 8.99143 0.403687 0.245593
753 6.44388 10.9315 0.390655 0.297882
754 16.9557 26.0819 0.402201 0.76113
755 10.9802 15.43 0.430092 0.46074
756 5.8181 7.49569 0.46794 0.224271
757 3.85053 9.4192 0.310793 0.224022
758 11.4535 6.71706 0.662427 0.310917
759 8.47947 18.0144 0.331055 0.462967
760 4.20923 11.0529 0.292678 0.260118
761 15.0881 21.9904 0.41682 0.653396
762 13.9 15.7185 0.483679 0.518204
763 6.49597 13.5223 0.339429 0.345881
764 7.17298 15.9667 0.322246 0.402398
765 6.25497 15.9588 0.293201 0.385835
766 6.96042 14.5427 0.337511 0.372726
767 4.72711 9.08453 0.365556 0.233621
768 5.24977 10.2575 0.358912 0.264279
769 5.85801 13.1986 0.322289 0.32859
770 6.15552 6.728 0.512824 0.21636
771 5.25716 8.17418 0.418864 0.226564
772 13.4234 19.8087 0.414921 0.583988
773 6.25085 11.354 0.373754 0.302104
774 4.17949 9.73643 0.320622 0.235669
775 5.81286 13.1458 0.321537 0.326823
776 7.07153 14.376 0.343825 0.371685
777 18.932 27.7018 0.413783 0.825908
778 6.38222 7.43405 0.493372 0.233241
779 6.2387 12.0031 0.359342 0.313679
780 18.9661 22.2859 0.469789 0.728123
781 7.23896 18.2177 0.294551 0.444474
782 8.88224 5.10649 0.6776 0.235668
783 13.3317 18.4421 0.431538 0.557519
784 5.15753 12.5427 0.306633 0.304145
785 7.75785 18.2118 0.30921 0.453647
786 6.14747 11.7613 0.361011 0.307656
787 3.83351 9.76505 0.301419 0.23
788 4.63956 11.6325 0.301433 0.278344
789 14.1081 29.4543 0.33054 0.771473
790 5.45733 13.6419 0.299543 0.329476
791 6.53726 16.0148 0.30165 0.391902
792 11.0391 25.7069 0.307791 0.648503
793 6.57391 6.64756 0.532683 0.222381
794 10.6673 17.2594 0.394408 0.48838
795 5.11749 8.23926 0.410173 0.225248
796 16.137 30.4201 0.353287 0.825305
797 11.8305 30.27 0.287008 0.745562
798 10.0808 19.8865 0.346575 0.525618
799 4.89212 12.259 0.30067 0.294243
800 5.8301 7.63011 0.463447 0.226928
801 5.52745 10.42 0.366857 0.272197
802 7.34791 15.9836 0.327285 0.405834
803 8.05438 11.7702 0.425163 0.341923
804 7.29268 10.096 0.441759 0.297884
805 5.96563 9.20159 0.41756 0.257901
806 7.14438 13.3724 0.363833 0.354755
807 4.72034 11.1945 0.313966 0.271833
808 8.85657 21.6892 0.298549 0.536475
809 3.748 9.32341 0.307438 0.220448
810 12.968 21.6405 0.384487 0.609122
811 5.27734 12.4837 0.312626 0.305216
812 3.74599 9.23656 0.30953 0.218834
813 8.57275 14.7144 0.382597 0.404682
814 5.61974 14.6833 0.289338 0.351302
815 5.10855 12.1169 0.312543 0.295533
816 4.69011 9.21704 0.360035 0.235367
817 12.1314 24.8044 0.336465 0.651641
818 12.0403 30.5586 0.288608 0.754557
819 3.90579 10.0198 0.299404 0.235921
820 10.4555 7.72027 0.604525 0.311293
821 9.09342 17.9156 0.348024 0.472153
822 4.97335 8.24075 0.403231 0.222697
823 4.60802 9.93505 0.33727 0.246943
824 8.46517 19.6274 0.31108 0.492016
825 9.87864 14.2173 0.425517 0.419008
826 4.39595 9.87302 0.328335 0.242023
827 5.71498 8.89303 0.416311 0.247812
828 7.26733 9.32547 0.46252 0.283433
829 8.73552 16.9435 0.352257 0.448091
830 9.28536 4.75291 0.705686 0.236454
831 5.3141 8.5043 0.410734 0.23358
832 4.80829 8.89089 0.375096 0.231556
833 4.80846 12.4661 0.293303 0.296509
834 7.32959 13.3423 0.37034 0.35752
835 5.72863 13.0268 0.320481 0.323155
836 4.77946 10.5418 0.330966 0.261032
837 5.53393 10.2153 0.372181 0.268596
838 5.03678 12.9882 0.293783 0.310078
839 13.7854 25.76 0.356533 0.698583
840 10.8984 17.2456 0.399741 0.492264
841 6.7166 16.9601 0.294635 0.412283
842 3.75459 9.56138 0.301922 0.224889
843 5.90455 10.9858 0.368803 0.289222
844 7.80208 16.3255 0.335613 0.420169
845 6.62565 7.33724 0.50645 0.235836
846 8.20417 15.3706 0.361506 0.410011
847 6.56036 11.7869 0.375588 0.315505
848 3.91472 9.09179 0.322832 0.219222
849 10.4917 14.5598 0.434059 0.436196
850 5.90517 8.85678 0.425396 0.250555
851 4.2883 9.06677 0.343759 0.22545
852 5.42847 8.08442 0.429721 0.227998
853 11.8458 15.3443 0.450243 0.474666
854 10.0724 13.5638 0.442628 0.410601
855 6.29976 8.8303 0.442098 0.257132
856 7.55466 7.44638 0.535006 0.254435
857 13.4795 15.6191 0.477687 0.508877
858 8.61823 14.5911 0.385966 0.403256
859 6.23995 12.5016 0.349357 0.322759
860 6.60022 12.6745 0.358818 0.332343
861 5.83572 14.5208 0.299633 0.352213
862 8.81608 18.6958 0.331039 0.481368
863 14.8975 21.8076 0.415844 0.646667
864 8.54452 21.204 0.295984 0.522079
865 6.74141 12.2555 0.372113 0.327256
866 13.7443 28.826 0.329679 0.753553
867 8.55721 9.19985 0.507042 0.304221
868 10.4243 18.0766 0.377411 0.498882
869 8.26471 11.3496 0.441162 0.338044
870 10.6225 15.8441 0.415165 0.461866
871 8.97121 18.3442 0.339368 0.477753
872 15.5056 19.161 0.458931 0.60946
873 6.02876 15.5848 0.290778 0.374995
874 18.8551 25.6464 0.432246 0.78719
875 6.64448 17.2106 0.289209 0.415544
876 5.28262 12.2717 0.316819 0.301458
877 5.38094 9.51443 0.383941 0.253126
878 6.45154 13.8174 0.332749 0.350448
879 6.15814 15.9761 0.289742 0.384418
880 12.7033 30.2085 0.302233 0.760053
881 6.37023 11.4637 0.375745 0.306234
882 5.50461 13.6427 0.301343 0.330337
883 5.23244 8.72645 0.400078 0.236155
884 7.97289 19.5366 0.299405 0.481562
885 6.82448 8.97918 0.457304 0.269221
886 6.36912 9.58415 0.422554 0.272067
887 9.54151 21.114 0.320452 0.538275
888 8.93766 22.0497 0.296864 0.544475
889 10.3462 18.7265 0.366987 0.509291
890 4.40367 9.47051 0.338904 0.234848
891 6.04504 10.7037 0.380949 0.286609
892 14.0389 25.3756 0.364324 0.696134
893 8.11998 8.27782 0.523281 0.27965
894 6.30275 11.0488 0.382651 0.297489
895 7.61664 10.6309 0.438564 0.313397
896 8.60801 21.0806 0.298803 0.520973
897 10.6388 13.1598 0.464207 0.413392
898 8.16027 15.7173 0.354837 0.415526
899 4.2063 11.1747 0.290077 0.262278
900 6.63328 16.2431 0.301567 0.397768
901 5.24547 12.6979 0.307417 0.308538
902 3.98277 10.7206 0.288126 0.249991
903 4.01232 10.54 0.29347 0.247278
904 4.65846 8.48293 0.37994 0.221464
905 4.34815 10.783 0.305116 0.257699
906 18.0062 26.6449 0.411376 0.790147
907 12.7576 24.0223 0.355369 0.64863
908 5.60866 8.30753 0.430249 0.235274
909 5.29467 12.3174 0.316446 0.302504
910 6.33266 12.8677 0.345669 0.331068
911 4.82108 10.5183 0.33343 0.26135
912 10.4947 26.1195 0.293691 0.646263
913 7.27293 15.1878 0.337015 0.390036
914 6.13313 14.5447 0.309794 0.357965
915 5.47665 9.92907 0.377041 0.262371
916 5.49236 8.40715 0.421868 0.235003
917 5.99542 14.3842 0.307469 0.352587
918 5.77713 7.48 0.466772 0.223253
919 5.55782 12.5635 0.322361 0.311683
920 7.7637 18.5469 0.305294 0.45984
921 7.91677 11.8595 0.418966 0.341085
922 12.6123 12.4787 0.52094 0.436316
923 12.9037 31.5109 0.296403 0.787299
924 11.4893 25.6805 0.316601 0.656073
925 4.79567 11.2923 0.315346 0.274957
926 8.20679 17.7506 0.327264 0.453297
927 14.7406 21.3219 0.41898 0.635035
928 4.14896 10.3031 0.305706 0.245418
929 5.81407 13.7347 0.311438 0.337544
930 8.29397 20.2188 0.300153 0.4997
931 5.47169 9.25895 0.39506 0.250108
932 5.36675 9.49682 0.3838 0.252552
933 10.5402 17.3128 0.390772 0.487077
934 5.48458 12.6297 0.318242 0.311576
935 13.2854 11.4193 0.557641 0.429108
936 14.2233 8.49373 0.651348 0.392734
937 20.9844 23.7663 0.478328 0.791114
938 13.6125 21.3779 0.399077 0.615878
939 5.78742 8.14605 0.443375 0.235537
940 5.36663 8.66685 0.408012 0.237472
941 14.9985 16.4086 0.491324 0.550388
942 5.10557 9.72725 0.365926 0.252067
943 8.94854 8.48791 0.540498 0.298286
944 7.92024 6.06268 0.60448 0.235835
945 16.7288 19.2331 0.476856 0.632648
946 6.31407 7.81279 0.476659 0.238903
947 6.38644 11.5674 0.374055 0.308407
948 4.61994 9.31576 0.353873 0.235905
949 10.7762 23.9426 0.31846 0.611746
950 4.20171 8.77587 0.347328 0.218616
951 5.31121 7.7977 0.434328 0.220692
952 6.755 6.5802 0.542359 0.224396
953 5.29631 12.5054 0.312995 0.30595
954 15.4204 28.1847 0.360925 0.771876
955 5.70669 9.69115 0.39309 0.262163
956 6.32274 12.365 0.355063 0.321757
957 10.5668 14.8969 0.429836 0.443664
958 4.23893 9.37596 0.332869 0.230184
959 4.33363 10.5355 0.309794 0.252942
960 7.05527 7.96272 0.499042 0.254883
961 6.59018 15.0657 0.31721 0.375605
962 5.92869 15.1595 0.293386 0.365478
963 5.14173 12.014 0.315921 0.294257
964 4.35157 11.3959 0.292699 0.268894
965 13.7979 33.8667 0.294927 0.846093
966 7.51657 15.9306 0.333081 0.407887
967 4.5905 11.5154 0.301499 0.27534
968 5.6795 14.4876 0.294477 0.348815
969 7.02584 10.3277 0.426502 0.297321
970 5.78664 7.68662 0.459516 0.227177
971 6.29886 13.6323 0.330634 0.344355
972 7.5032 18.3209 0.300805 0.451075
973 4.75027 12.3201 0.293407 0.292817
974 11.6653 19.3303 0.387355 0.543851
975 9.26214 6.92391 0.605143 0.275482
976 4.18374 9.31989 0.33143 0.228178
977 5.92308 12.9982 0.328313 0.326113
978 5.48018 11.5127 0.340119 0.291203
979 9.28999 22.0876 0.304617 0.551465
980 4.50306 10.7042 0.314308 0.259038
981 5.21263 12.0342 0.318494 0.295892
982 6.94521 9.79873 0.437808 0.286269
983 8.27315 9.07388 0.502417 0.296852
984 9.36243 9.80675 0.511921 0.329648
985 8.02677 12.8735 0.400939 0.361473
986 8.0535 16.3759 0.341988 0.425581
987 22.6776 17.7129 0.57397 0.711429
988 11.1314 15.2833 0.435938 0.46078
989 5.14279 11.2026 0.332543 0.279535
990 4.31708 10.5862 0.307859 0.253568
991 16.1918 29.7859 0.359041 0.814762
992 18.5006 26.3691 0.42057 0.793979
993 6.33897 9.15175 0.433868 0.263673
994 5.38884 10.5946 0.356804 0.272891
995 3.91487 9.56498 0.310716 0.227821
996 5.83103 14.0063 0.307593 0.342781
997 10.8766 25.1505 0.309462 0.635488
998 5.58829 12.0619 0.333235 0.303114
999 12.4922 27.536 0.319103 0.707722
1000 4.09974 9.01506 0.335098 0.221138
